Timestamp,Roll,Pitch,Yaw,EulerX,EulerY,EulerZ,QuaternionX,QuaternionY,QuaternionZ,QuaternionW,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,LinearAccX,LinearAccY,LinearAccZ,Pressure,Altitude+10,Piezo,Label
00:12:19:962,84.21,3.2,-136.45,84.21,-3.2,136.45,0.31,-0.6,-0.68,0.3,0.01,1.5,0.13,-4.88,3.66,-7.08,-241.67,-49.2,-60.94,1.01,1.45,0.03,1013.78,5.67,35,4
00:12:20:078,87.1,2.99,-136.92,87.1,-2.99,136.92,0.31,-0.61,-0.66,0.29,0.04,0.9,0.58,-0.67,16.66,-3.72,-220.66,-63.26,-57.55,1.04,0.85,0.53,1013.77,5.58,37,4
00:12:20:194,89.25,2.25,-137.78,89.25,-2.25,137.78,0.31,-0.63,-0.65,0.29,-1.56,1.77,0.53,-5.37,27.04,-6.41,-218.91,-47.44,-55.86,-0.56,1.73,0.51,1013.77,5.78,29,4
00:12:20:321,93.13,6.09,-137.14,93.13,-6.09,137.14,0.34,-0.64,-0.64,0.26,0.25,0.46,0.22,-13.12,6.59,-5.74,-218.91,-47.44,-55.86,1.24,0.36,0.27,1013.77,5.64,57,4
00:12:20:438,92.09,3.74,-137.34,92.09,-3.74,137.34,0.33,-0.64,-0.64,0.27,0.09,1.5,-0.16,-12.21,-2.08,-4.15,-227.66,-38.66,-54.17,1.09,1.44,-0.13,1013.77,5.58,41,4
00:12:20:554,95.29,2.23,-138.07,95.29,-2.23,138.07,0.32,-0.67,-0.62,0.27,-0.15,0.76,-0.04,-3.66,9.7,-4.82,-227.66,-49.2,-64.32,0.85,0.72,0.06,1013.76,5.73,62,4
00:12:20:669,94.03,1.15,-138.21,94.03,-1.15,138.21,0.31,-0.66,-0.62,0.28,0.26,0.68,0.63,-10.8,1.28,-4.46,-224.16,-49.2,-57.55,1.26,0.66,0.7,1013.75,5.79,31,4
00:12:20:785,90.84,0.69,-138.49,90.84,-0.69,138.49,0.3,-0.65,-0.64,0.29,0.06,0.92,-0.57,-3.72,-1.65,-5.13,-229.41,-57.98,-45.7,1.05,0.91,-0.55,1013.77,5.7,53,4
00:12:20:900,91.25,1.96,-139.05,91.25,-1.96,139.05,0.3,-0.65,-0.64,0.28,0.12,1.09,-0.06,-2.26,8.73,-5.43,-238.17,-52.71,-44.01,1.12,1.06,-0.03,1013.77,5.7,51,4
00:12:21:016,84.66,2.84,-139.36,84.66,-2.84,139.36,0.29,-0.61,-0.68,0.29,0.17,0.62,-0.1,-12.63,3.72,-5.25,-225.91,-54.47,-66.01,1.16,0.57,-0.19,1013.76,5.73,45,4
00:12:21:131,87.58,0.93,-139.21,87.58,-0.93,139.21,0.29,-0.63,-0.66,0.29,-0.22,1.02,-0.03,-12.21,3.97,-5.8,-227.66,-52.71,-74.48,0.78,1.01,-0.07,1013.76,5.62,41,4
00:12:21:247,83.43,4.94,-138.83,83.43,-4.94,138.83,0.3,-0.59,-0.69,0.28,0.22,0.53,-0.07,-9.46,1.83,-4.15,-231.16,-49.2,-60.94,1.21,0.45,-0.19,1013.77,5.67,46,4
00:12:21:363,84.44,5.62,-138.63,84.44,-5.62,138.63,0.31,-0.6,-0.69,0.28,0.55,1.99,-1.14,-3.78,-2.2,-6.29,-215.4,-50.96,-49.09,1.54,1.9,-1.23,1013.78,5.6,35,4
00:12:21:479,86.65,4.63,-139.19,86.65,-4.63,139.19,0.31,-0.61,-0.67,0.27,0.33,1.14,0.36,-2.62,-5.86,-4.46,-229.41,-50.96,-55.86,1.33,1.06,0.3,1013.79,5.49,47,4
00:12:21:595,87.95,1.27,-139.88,87.95,-1.27,139.88,0.29,-0.63,-0.66,0.28,0.45,0.94,0.56,-13.06,6.41,-5.37,-229.41,-36.9,-55.86,1.45,0.92,0.52,1013.78,5.65,22,4
00:12:21:710,91.37,1.16,-140.61,91.37,-1.16,140.61,0.29,-0.65,-0.64,0.27,0.36,1.28,-0.01,-1.83,-1.16,-5.13,-220.66,-59.74,-64.32,1.36,1.26,0.02,1013.77,5.78,55,4
00:12:21:826,87.02,2.92,-140.25,87.02,-2.92,140.25,0.29,-0.62,-0.67,0.27,0.42,0.94,0.08,-9.52,-1.1,-5.86,-220.66,-42.17,-60.94,1.41,0.89,0.03,1013.75,5.82,43,4
00:12:21:941,88.2,2.13,-140.28,88.2,-2.13,140.28,0.29,-0.63,-0.66,0.28,0.11,0.96,0.53,-10.38,1.95,-4.88,-232.91,-36.9,-55.86,1.11,0.92,0.5,1013.76,5.78,29,4
00:12:22:057,84.19,4,-139.98,84.19,-4,139.98,0.29,-0.6,-0.69,0.28,-0.01,1.25,-0.14,-1.89,2.87,-5.13,-224.16,-52.71,-71.09,0.98,1.18,-0.24,1013.76,5.7,45,4
00:12:22:172,79.44,4.21,-139.87,79.44,-4.21,139.87,0.28,-0.57,-0.71,0.29,0.08,1.24,-0.08,-7.08,2.81,-5.25,-229.41,-29.87,-62.63,1.06,1.16,-0.27,1013.75,5.84,44,4
00:12:22:288,75.13,3.35,-138.53,75.13,-3.35,138.53,0.27,-0.54,-0.73,0.31,-0.14,1.38,-0.45,-4.7,10.86,-4.64,-224.16,-42.17,-74.48,0.83,1.33,-0.71,1013.75,5.79,27,4
00:12:22:404,79.23,2.97,-138.36,79.23,-2.97,138.36,0.28,-0.57,-0.71,0.31,0.1,1.14,0.04,-5.86,1.89,-5.19,-218.91,-57.98,-66.01,1.08,1.09,-0.14,1013.76,5.62,47,4
00:12:22:520,79.58,2.44,-137.84,79.58,-2.44,137.84,0.28,-0.57,-0.7,0.31,-0.29,1.34,0.18,-5.49,8.36,-5.37,-224.16,-38.66,-57.55,0.7,1.3,0,1013.76,5.85,43,4
00:12:22:646,81.5,4.2,-137.07,81.5,-4.2,137.07,0.3,-0.58,-0.7,0.3,0.24,1.12,0.08,-7.57,2.01,-5.37,-231.16,-42.17,-60.94,1.23,1.04,-0.07,1013.76,5.67,37,4
00:12:22:761,77.8,-0.61,-136.71,77.8,0.61,136.71,0.27,-0.57,-0.7,0.34,0.16,0.83,-0.43,-9.28,1.4,-3.97,-225.91,-36.9,-72.78,1.14,0.84,-0.64,1013.75,5.82,53,4
00:12:22:877,82.05,-0.18,-136.69,82.05,0.18,136.69,0.28,-0.59,-0.68,0.32,0.31,0.95,-0.49,-7.08,2.08,-6.53,-222.41,-29.87,-69.4,1.3,0.96,-0.63,1013.77,5.68,58,4
00:12:22:992,77.32,-1.7,-136.01,77.32,1.7,136.01,0.26,-0.57,-0.7,0.35,0.23,1.04,-0.66,-4.58,-1.16,-4.27,-218.91,-40.41,-62.63,1.2,1.07,-0.88,1013.77,5.73,45,4
00:12:23:108,77.31,-0.01,-135.96,77.31,0.01,135.96,0.27,-0.56,-0.7,0.34,0.14,1.04,0.17,-6.77,2.5,-6.53,-220.66,-52.71,-54.17,1.12,1.05,-0.05,1013.77,5.67,48,4
00:12:23:223,80.15,-1.27,-136.58,80.15,1.27,136.58,0.27,-0.58,-0.69,0.34,0.15,0.89,0.09,-7.08,5.86,-3.97,-224.16,-42.17,-67.71,1.13,0.91,-0.08,1013.78,5.57,27,4
00:12:23:339,83.73,-0.89,-136.76,83.73,0.89,136.76,0.28,-0.61,-0.67,0.32,-0.03,1.29,-0.09,-6.41,2.99,-6.71,-213.65,-45.68,-50.78,0.96,1.31,-0.2,1013.76,5.68,33,4
00:12:23:455,81.38,-1.36,-136.71,81.38,1.36,136.71,0.27,-0.59,-0.68,0.33,0.25,0.78,0.37,-11.78,0.79,-3.66,-224.16,-35.14,-67.71,1.24,0.8,0.22,1013.76,5.65,43,4
00:12:23:571,84.99,-1.41,-136.94,84.99,1.41,136.94,0.28,-0.61,-0.66,0.32,-0.14,1.13,-0.53,-6.23,8.79,-5.86,-215.4,-40.41,-69.4,0.86,1.15,-0.61,1013.77,5.7,29,4
00:12:23:687,79.91,0.35,-136.17,79.91,-0.35,136.17,0.28,-0.58,-0.69,0.33,0.04,1.32,-0.01,2.5,6.29,-4.03,-224.16,-35.14,-77.86,1.02,1.32,-0.19,1013.78,5.66,41,4
00:12:23:802,76.29,1.62,-135.6,76.29,-1.62,135.6,0.28,-0.55,-0.71,0.34,0.16,1.27,-0.08,-4.7,4.27,-6.9,-215.4,-36.9,-69.4,1.13,1.24,-0.31,1013.76,5.74,57,4
00:12:23:918,80.3,-0.49,-135.24,80.3,0.49,135.24,0.28,-0.58,-0.68,0.34,-0.1,0.84,0.03,-11.47,3.78,-4.15,-234.67,-21.09,-81.25,0.89,0.85,-0.14,1013.75,5.94,28,4
00:12:24:033,83.26,1.27,-135.2,83.26,-1.27,135.2,0.3,-0.59,-0.67,0.32,0.48,1.3,-0.14,-3.48,5.13,-6.29,-225.91,-29.87,-52.47,1.47,1.28,-0.26,1013.74,5.96,51,4
00:12:24:149,85.4,-1.95,-135.31,85.4,1.95,135.31,0.29,-0.61,-0.65,0.33,-0.27,0.96,0.1,-6.16,3.48,-4.76,-229.41,-33.38,-79.56,0.72,1,0.02,1013.74,5.91,26,4
00:12:24:264,89.33,-1.32,-135.85,89.33,1.32,135.85,0.3,-0.64,-0.64,0.32,0.23,1.01,-0.15,-1.53,3.17,-4.76,-234.67,-28.11,-67.71,1.23,1.03,-0.16,1013.74,5.81,30,4
00:12:24:380,89.14,-0.58,-135.57,89.14,0.58,135.57,0.3,-0.63,-0.64,0.32,0.04,0.93,-0.02,-10.01,1.59,-5.8,-218.91,-40.41,-82.94,1.03,0.94,-0.04,1013.76,5.83,43,4
00:12:24:496,92.27,-0.91,-135.92,92.27,0.91,135.92,0.31,-0.65,-0.62,0.31,0.19,0.7,-0.38,-2.87,1.46,-5.37,-210.15,-49.2,-60.94,1.19,0.72,-0.34,1013.75,5.81,40,4
00:12:24:612,84.78,-2.87,-135.46,84.78,2.87,135.46,0.28,-0.61,-0.66,0.34,0.08,0.98,0.26,-9.89,2.75,-4.21,-220.66,-24.6,-81.25,1.07,1.03,0.17,1013.74,5.9,41,4
00:12:24:728,79.53,-0.18,-134.64,79.53,0.18,134.64,0.28,-0.57,-0.69,0.34,0.08,1.15,0.02,-9.46,2.75,-6.77,-218.91,-43.93,-86.33,1.06,1.15,-0.16,1013.74,5.91,42,4
00:12:24:843,81.9,-2.97,-134.88,81.9,2.97,134.88,0.27,-0.6,-0.67,0.35,-0.13,0.86,0.28,-5.13,5.49,-3.42,-227.66,-45.68,-74.48,0.85,0.91,0.14,1013.73,6.02,37,4
00:12:24:970,84.2,0.25,-134.66,84.2,-0.25,134.66,0.3,-0.6,-0.67,0.33,-0.06,1.92,-0.68,5.86,10.99,-7.45,-220.66,-42.17,-77.86,0.94,1.91,-0.78,1013.73,5.86,37,4
00:12:25:085,84.61,-3.62,-135.12,84.61,3.62,135.12,0.28,-0.61,-0.65,0.35,0.2,0.68,-0.18,-12.02,2.56,-5.07,-224.16,-42.17,-81.25,1.19,0.74,-0.27,1013.76,5.72,61,4
00:12:25:201,86.17,-6.66,-135.98,86.17,6.66,135.98,0.26,-0.63,-0.64,0.35,0.07,1.09,-0.05,-3.78,1.71,-4.39,-222.41,-40.41,-69.4,1.06,1.2,-0.12,1013.76,5.79,67,4
00:12:25:350,89.71,-2.06,-137.11,89.71,2.06,137.11,0.29,-0.64,-0.64,0.31,0.73,0.71,-0.16,-3.3,4.94,-5.49,-210.15,-59.74,-74.48,1.73,0.75,-0.17,1013.75,5.86,19,4
00:12:25:465,86.06,-1.55,-136.7,86.06,1.55,136.7,0.28,-0.62,-0.66,0.32,0.1,1.45,-0.02,8.06,12.45,-5.19,-232.91,-50.96,-86.33,1.09,1.48,-0.09,1013.76,5.69,29,4
00:12:25:581,81.38,0.11,-135.57,81.38,-0.11,135.57,0.29,-0.59,-0.68,0.33,0.23,0.76,-0.5,-7.63,4.64,-4.39,-210.15,-31.63,-64.32,1.22,0.76,-0.65,1013.76,5.81,45,4
00:12:25:696,78.21,3.25,-134.65,78.21,-3.25,134.65,0.3,-0.55,-0.7,0.33,0.09,1.21,-0.58,0.61,10.68,-6.47,-217.15,-63.26,-81.25,1.07,1.15,-0.79,1013.76,5.76,28,4
00:12:25:812,74.77,6.34,-133.65,74.77,-6.34,133.65,0.31,-0.52,-0.72,0.33,0.14,0.81,-0.84,-4.76,10.07,-5.13,-227.66,-49.2,-74.48,1.1,0.7,-1.1,1013.75,5.81,33,4
00:12:25:928,70.35,6.42,-132.18,70.35,-6.42,132.18,0.31,-0.49,-0.74,0.35,-0.67,0.87,0.37,-12.7,5.86,-6.96,-213.65,-52.71,-67.71,0.26,0.76,0.03,1013.76,5.73,35,4
00:12:26:044,69.86,1.81,-131.6,69.86,-1.81,131.6,0.28,-0.5,-0.73,0.38,0.3,1.13,0.64,-10.13,-3.11,-5,-229.41,-54.47,-82.94,1.24,1.09,0.29,1013.77,5.67,53,4
00:12:26:160,74.86,-0.4,-131.85,74.86,0.4,131.85,0.28,-0.54,-0.7,0.37,0.09,1.34,-1.69,4.94,3.91,-4.58,-201.39,-47.44,-59.24,1.05,1.35,-1.95,1013.77,5.67,55,4
00:12:26:275,71.01,3.26,-131.32,71.01,-3.26,131.32,0.29,-0.5,-0.73,0.37,0.06,0.57,-0.06,-16.17,-1.22,-5.37,-210.15,-49.2,-60.94,1,0.52,-0.39,1013.77,5.63,67,4
00:12:26:391,72.82,3.53,-130.35,72.82,-3.53,130.35,0.31,-0.51,-0.72,0.37,-0.51,1.01,0.21,-6.29,9.77,-6.59,-222.41,-43.93,-59.24,0.44,0.95,-0.08,1013.77,5.58,69,4
00:12:26:506,74.71,5.21,-129.71,74.71,-5.21,129.71,0.32,-0.51,-0.71,0.36,0.44,0.53,-0.11,-13.06,-1.53,-3.48,-222.41,-50.96,-52.47,1.4,0.44,-0.37,1013.77,5.7,47,4
00:12:26:622,77.35,4.06,-128.68,77.35,-4.06,128.68,0.33,-0.53,-0.69,0.36,-0.21,0.86,0.43,-7.81,-0.61,-6.23,-231.16,-45.68,-64.32,0.76,0.79,0.21,1013.77,5.62,57,4
00:12:26:737,71.83,5.01,-128.3,71.83,-5.01,128.3,0.32,-0.49,-0.72,0.38,-0.23,0.76,0.94,-14.83,5,-5.19,-224.16,-52.71,-64.32,0.72,0.68,0.63,1013.77,5.76,58,4
00:12:26:853,75.66,4.82,-128.19,75.66,-4.82,128.19,0.33,-0.52,-0.7,0.37,0.25,0.69,-0.51,-4.76,7.26,-5.37,-210.15,-49.2,-60.94,1.21,0.61,-0.75,1013.77,5.78,43,4
00:12:26:969,77.92,1.06,-128.49,77.92,-1.06,128.49,0.32,-0.54,-0.68,0.38,-0.28,1.48,-1.3,-7.63,19.35,-3.91,-215.4,-40.41,-66.01,0.69,1.46,-1.51,1013.75,5.74,13,4
00:12:27:085,79.21,4.35,-127.3,79.21,-4.35,127.3,0.34,-0.54,-0.68,0.37,0.06,0.5,1.38,-11.29,6.16,-5.62,-227.66,-52.71,-60.94,1.04,0.43,1.2,1013.73,5.95,54,4
00:12:27:201,81.61,2.95,-127.51,81.61,-2.95,127.51,0.34,-0.56,-0.66,0.36,0.38,1.06,0.17,-3.48,-2.56,-3.72,-222.41,-47.44,-59.24,1.37,1.01,0.03,1013.72,5.93,111,4
00:12:27:316,76.9,0.1,-127.85,76.9,-0.1,127.85,0.31,-0.54,-0.68,0.39,0.31,0.77,-0.89,-5.62,3.36,-7.14,-217.15,-38.66,-50.78,1.28,0.77,-1.12,1013.74,5.9,52,4
00:12:27:432,79.64,1.33,-127.47,79.64,-1.33,127.47,0.33,-0.55,-0.67,0.38,0.35,0.84,-0.16,-6.9,-7.81,-4.7,-231.16,-52.71,-64.32,1.33,0.82,-0.34,1013.75,5.84,59,4
00:12:27:547,79.5,-0.1,-128.1,79.5,0.1,128.1,0.32,-0.56,-0.67,0.38,-0.12,0.8,0.45,-10.68,1.1,-5.19,-215.4,-65.01,-55.86,0.87,0.8,0.26,1013.75,5.86,53,4
00:12:27:673,81.29,5.3,-128.01,81.29,-5.3,128.01,0.35,-0.55,-0.67,0.35,0.48,1.04,-0.26,-7.26,-1.83,-6.71,-218.91,-54.47,-69.4,1.47,0.95,-0.42,1013.74,5.96,42,4
00:12:27:788,76.63,0.84,-129.03,76.63,-0.84,129.03,0.31,-0.54,-0.69,0.38,-0.17,0.97,-0.27,-7.39,10.13,-4.94,-231.16,-56.23,-60.94,0.8,0.95,-0.5,1013.73,6.02,33,4
00:12:27:904,79.51,1.34,-128.83,79.51,-1.34,128.83,0.32,-0.55,-0.67,0.37,0.28,0.92,-0.47,-11.35,1.16,-4.7,-222.41,-54.47,-72.78,1.26,0.9,-0.66,1013.73,5.93,61,4
00:12:28:019,79.05,4.44,-128.1,79.05,-4.44,128.1,0.34,-0.54,-0.68,0.36,-0.17,1.34,-0.09,-15.2,0.49,-4.88,-222.41,-47.44,-66.01,0.81,1.26,-0.28,1013.75,5.86,37,4
00:12:28:135,83.25,3.64,-128.51,83.25,-3.64,128.51,0.35,-0.57,-0.66,0.35,-0.04,1.19,-0.21,-5.98,6.16,-6.1,-224.16,-56.23,-60.94,0.95,1.13,-0.33,1013.75,5.93,31,4
00:12:28:251,87.75,2.49,-128.61,87.75,-2.49,128.61,0.35,-0.6,-0.63,0.34,0.37,1.14,-0.78,-5.68,3.54,-3.23,-222.41,-57.98,-59.24,1.37,1.1,-0.82,1013.75,5.87,39,4
00:12:28:367,91.77,2.31,-129.23,91.77,-2.31,129.23,0.36,-0.62,-0.61,0.33,0.13,1.18,-0.31,-6.41,1.71,-6.04,-225.91,-57.98,-49.09,1.12,1.14,-0.28,1013.75,5.86,43,4
00:12:28:483,86.49,2.46,-129.3,86.49,-2.46,129.3,0.35,-0.59,-0.64,0.34,0.17,0.97,-0.26,-5.86,-2.62,-5.49,-220.66,-49.2,-54.17,1.17,0.93,-0.32,1013.74,5.91,51,4
00:12:28:598,88,4.43,-129.04,88,-4.43,129.04,0.36,-0.59,-0.64,0.33,-0.05,0.98,-0.15,-8.12,5.43,-4.94,-215.4,-57.98,-66.01,0.95,0.91,-0.19,1013.72,5.91,29,4
00:12:28:714,84.04,7.61,-129.21,84.04,-7.61,129.21,0.37,-0.56,-0.67,0.32,0.38,1.57,0.28,-9.4,-7.2,-4.76,-225.91,-47.44,-55.86,1.36,1.43,0.17,1013.76,5.89,67,4
00:12:28:829,82.92,8.61,-129.19,82.92,-8.61,129.19,0.37,-0.55,-0.68,0.32,0.35,0.5,0.4,-6.96,4.7,-6.35,-213.65,-49.2,-57.55,1.33,0.35,0.27,1013.75,5.85,44,4
00:12:28:945,83.56,2.82,-129,83.56,-2.82,129,0.34,-0.57,-0.66,0.35,-0.25,1.04,-0.11,-7.2,10.99,-4.76,-206.65,-52.71,-44.01,0.74,0.99,-0.22,1013.77,5.86,39,4
00:12:29:060,84.61,4.96,-129.65,84.61,-4.96,129.65,0.35,-0.57,-0.66,0.33,0.18,0.83,-0.08,-1.4,11.54,-5.86,-239.92,-26.36,-62.63,1.17,0.74,-0.17,1013.76,5.77,51,4
00:12:29:176,86.88,3.6,-129.29,86.88,-3.6,129.29,0.35,-0.59,-0.64,0.33,0.21,1.04,0.01,-4.46,-3.05,-4.82,-217.15,-56.23,-57.55,1.2,0.97,-0.04,1013.75,5.76,40,4
00:12:29:292,88.23,6.2,-129.51,88.23,-6.2,129.51,0.37,-0.59,-0.65,0.31,0.14,1.05,0.08,-2.44,6.41,-5.25,-227.66,-45.68,-71.09,1.13,0.95,0.05,1013.77,5.63,45,4
00:12:29:408,89.8,4.54,-129.31,89.8,-4.54,129.31,0.37,-0.6,-0.63,0.32,-0.08,0.88,-0.41,-9.89,5.62,-4.52,-225.91,-22.84,-62.63,0.91,0.8,-0.41,1013.77,5.7,46,4
00:12:29:524,86.83,3.45,-129.25,86.83,-3.45,129.25,0.35,-0.59,-0.64,0.34,0.28,0.86,0.43,-10.01,0.12,-5.25,-224.16,-42.17,-71.09,1.27,0.8,0.37,1013.76,5.82,39,4
00:12:29:639,89.21,6.01,-128.86,89.21,-6.01,128.86,0.38,-0.59,-0.64,0.32,0.51,0.73,-0.38,-5.74,1.1,-5.31,-220.66,-42.17,-67.71,1.5,0.62,-0.39,1013.75,5.84,27,4
00:12:29:755,88.75,3.91,-128.2,88.75,-3.91,128.2,0.37,-0.6,-0.63,0.33,0.14,0.87,0.43,-6.9,0.12,-5,-229.41,-57.98,-59.24,1.14,0.8,0.41,1013.75,5.89,44,4
00:12:29:870,89.52,5.65,-128.02,89.52,-5.65,128.02,0.38,-0.59,-0.63,0.32,0.18,0.9,-0.93,-7.57,3.17,-4.58,-218.91,-47.44,-72.78,1.18,0.81,-0.94,1013.75,5.82,51,4
00:12:29:997,82.44,5.37,-128.15,82.44,-5.37,128.15,0.36,-0.55,-0.67,0.35,-0.04,0.91,-0.36,-8.97,1.71,-5.25,-227.66,-49.2,-60.94,0.94,0.82,-0.49,1013.75,5.82,41,4
00:12:30:113,85.26,4,-128.18,85.26,-4,128.18,0.36,-0.58,-0.65,0.34,0.09,0.81,0.64,-12.02,3.97,-4.33,-224.16,-45.68,-64.32,1.08,0.74,0.56,1013.75,5.73,35,4
00:12:30:229,81.79,7.9,-127.75,81.79,-7.9,127.75,0.37,-0.54,-0.68,0.34,0.26,1.1,-0.37,-5,-2.08,-5.92,-224.16,-45.68,-64.32,1.24,0.96,-0.51,1013.76,5.71,43,4
00:12:30:345,80.87,2.43,-128.02,80.87,-2.43,128.02,0.34,-0.56,-0.67,0.37,-0.04,0.43,0.57,-9.4,8.24,-4.27,-222.41,-36.9,-59.24,0.94,0.39,0.41,1013.74,5.86,35,4
00:12:30:472,84.13,-1.24,-128.31,84.13,1.24,128.31,0.32,-0.59,-0.64,0.37,-0.05,1.42,0.18,-5.43,-3.11,-5.37,-222.41,-36.9,-59.24,0.94,1.44,0.08,1013.75,5.79,51,4
00:12:30:588,79.78,2.31,-127.56,79.78,-2.31,127.56,0.33,-0.55,-0.67,0.37,0.23,0.58,0.04,-12.15,0.49,-6.23,-213.65,-42.17,-71.09,1.22,0.54,-0.13,1013.75,5.76,25,4
00:12:30:704,81.18,-0.48,-127.6,81.18,0.48,127.6,0.32,-0.57,-0.66,0.38,-0.1,1.3,0.44,-11.9,2.62,-2.14,-227.66,-63.26,-60.94,0.89,1.31,0.29,1013.76,5.8,52,4
00:12:30:820,83.11,2.47,-127.67,83.11,-2.47,127.67,0.34,-0.57,-0.66,0.36,0.13,1.27,0.04,-1.71,3.23,-7.14,-222.41,-61.5,-66.01,1.12,1.22,-0.08,1013.73,5.96,43,4
00:12:30:936,78.9,2.38,-128.05,78.9,-2.38,128.05,0.33,-0.54,-0.68,0.37,0.32,0.65,0.14,-10.56,3.36,-4.33,-225.91,-50.96,-72.78,1.3,0.6,-0.05,1013.73,5.99,37,4
00:12:31:051,81.65,2.28,-127.68,81.65,-2.28,127.68,0.34,-0.56,-0.66,0.37,-0.15,0.95,-0.47,-2.38,4.88,-5.13,-231.16,-59.74,-60.94,0.84,0.91,-0.61,1013.74,5.97,55,4
00:12:31:167,84.02,2.24,-127.85,84.02,-2.24,127.85,0.35,-0.57,-0.65,0.36,-0.13,1.36,-0.42,-6.29,1.77,-5.68,-213.65,-38.66,-57.55,0.86,1.32,-0.52,1013.74,5.82,38,4
00:12:31:282,80.52,5.62,-127.45,80.52,-5.62,127.45,0.36,-0.54,-0.68,0.35,0.12,0.85,-0.42,-5.92,3.54,-4.7,-220.66,-56.23,-64.32,1.1,0.75,-0.58,1013.75,5.77,39,4
00:12:31:398,82.77,4.65,-126.81,82.77,-4.65,126.81,0.36,-0.55,-0.66,0.36,-0.31,1.12,-0.65,-14.34,-2.62,-5.07,-206.65,-63.26,-57.55,0.68,1.04,-0.77,1013.76,5.93,55,4
00:12:31:514,84.84,6.67,-126.15,84.84,-6.67,126.15,0.38,-0.56,-0.65,0.34,0.25,0.59,0.74,-12.76,-1.83,-5.31,-206.65,-49.2,-57.55,1.24,0.47,0.65,1013.75,5.83,73,4
00:12:31:630,83.32,-0.19,-126.6,83.32,0.19,126.6,0.34,-0.57,-0.64,0.38,-0.67,1.13,-0.49,-6.71,9.03,-3.23,-218.91,-57.98,-59.24,0.32,1.13,-0.61,1013.77,5.86,45,4
00:12:31:746,87.45,0.71,-127.57,87.45,-0.71,127.57,0.35,-0.6,-0.63,0.36,0.5,1.43,-0.03,5.98,-0.85,-8.18,-232.91,-61.5,-59.24,1.5,1.42,-0.08,1013.75,5.79,45,4
00:12:31:861,83.09,3.46,-127.95,83.09,-3.46,127.95,0.35,-0.56,-0.66,0.35,0.8,0.85,0.73,-12.39,-4.09,-3.05,-225.91,-65.01,-59.24,1.79,0.79,0.61,1013.75,5.93,25,4
00:12:31:977,85.72,1.51,-129.24,85.72,-1.51,129.24,0.34,-0.59,-0.64,0.35,0.37,2.02,-1.4,-6.35,13.55,-8.3,-208.4,-50.96,-69.4,1.37,1.99,-1.48,1013.77,5.83,74,4
00:12:32:092,89.46,3.4,-128.78,89.46,-3.4,128.78,0.36,-0.6,-0.63,0.33,0.39,0.6,-1.08,-16.11,-4.39,-5.07,-229.41,-47.44,-59.24,1.39,0.54,-1.09,1013.77,5.65,42,4
00:12:32:208,84.86,0.27,-129.2,84.86,-0.27,129.2,0.33,-0.59,-0.65,0.36,-0.02,0.94,0.91,-12.21,4.03,-4.39,-225.91,-43.93,-66.01,0.98,0.93,0.82,1013.75,5.91,44,4
00:12:32:323,82.35,3.72,-128.9,82.35,-3.72,128.9,0.34,-0.56,-0.67,0.35,0.2,1.11,0.35,-3.3,1.04,-6.1,-218.91,-65.01,-69.4,1.19,1.05,0.22,1013.74,5.81,31,4
00:12:32:439,83.45,3.81,-128.51,83.45,-3.81,128.51,0.35,-0.57,-0.66,0.35,0.15,1.21,0.61,1.46,0.24,-4.7,-213.65,-56.23,-60.94,1.15,1.14,0.5,1013.75,5.77,29,4
00:12:32:555,84.5,2.9,-128.28,84.5,-2.9,128.28,0.35,-0.58,-0.65,0.35,0.05,0.83,0.6,-7.32,-1.89,-5.62,-215.4,-47.44,-59.24,1.04,0.78,0.51,1013.74,5.82,56,4
00:12:32:671,87.18,1.38,-128.8,87.18,-1.38,128.8,0.35,-0.6,-0.64,0.35,-0.37,1.49,-1.3,8.18,8.97,-5,-227.66,-49.2,-67.71,0.63,1.47,-1.35,1013.76,5.74,27,4
00:12:32:797,89.15,4.08,-129.04,89.15,-4.08,129.04,0.36,-0.6,-0.63,0.33,0.38,0.81,0.63,-1.28,1.34,-5.19,-224.16,-59.74,-54.17,1.38,0.74,0.62,1013.76,5.78,47,4
00:12:32:912,85.47,-1.32,-129.39,85.47,1.32,129.39,0.32,-0.6,-0.64,0.36,-0.27,0.63,-0.94,-5.37,9.16,-5.68,-215.4,-54.47,-52.47,0.73,0.66,-1.02,1013.78,5.69,45,4
00:12:33:028,86.68,-2.49,-130.25,86.68,2.49,130.25,0.31,-0.61,-0.63,0.36,-0.1,0.91,-0.25,3.3,6.59,-4.58,-213.65,-56.23,-60.94,0.89,0.96,-0.3,1013.75,5.86,27,4
00:12:33:143,81.87,0.21,-130.36,81.87,-0.21,130.36,0.31,-0.57,-0.66,0.36,0.21,0.73,-0.48,-3.05,3.91,-5.8,-211.9,-43.93,-45.7,1.2,0.73,-0.63,1013.74,5.92,43,4
00:12:33:259,82.82,-1.96,-130.85,82.82,1.96,130.85,0.3,-0.59,-0.65,0.37,-0.05,0.43,0.53,-17.88,-5.07,-4.52,-229.41,-50.96,-59.24,0.94,0.46,0.41,1013.75,5.85,53,4
